Series Name	Series Code	Country Name	Country Code	2014 [YR2014]
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Northern Mariana Islands	MNP	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Norway	NOR	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Oman	OMN	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Pakistan	PAK	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Palau	PLW	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Panama	PAN	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Papua New Guinea	PNG	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Paraguay	PRY	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Peru	PER	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Philippines	PHL	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Poland	POL	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Portugal	PRT	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Puerto Rico	PRI	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Qatar	QAT	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Romania	ROM	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Russian Federation	RUS	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Rwanda	RWA	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Samoa	WSM	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	San Marino	SMR	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Sao Tome and Principe	STP	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Saudi Arabia	SAU	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Senegal	SEN	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Serbia	SRB	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Seychelles	SYC	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Sierra Leone	SLE	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Singapore	SGP	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Sint Maarten (Dutch part)	SXM	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Slovak Republic	SVK	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Slovenia	SVN	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Solomon Islands	SLB	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Somalia	SOM	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	South Africa	ZAF	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	South Sudan	SSD	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Spain	ESP	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Sri Lanka	LKA	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	St. Kitts and Nevis	KNA	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	St. Lucia	LCA	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	St. Martin (French part)	MAF	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	St. Vincent and the Grenadines	VCT	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Sudan	SDN	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Suriname	SUR	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Swaziland	SWZ	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Sweden	SWE	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Switzerland	CHE	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Syrian Arab Republic	SYR	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Taiwan, China	TWN	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Tajikistan	TJK	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Tanzania	TZA	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Thailand	THA	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Timor-Leste	TMP	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Togo	TGO	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Tonga	TON	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Trinidad and Tobago	TTO	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Tunisia	TUN	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Turkey	TUR	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Turkmenistan	TKM	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Turks and Caicos Islands	TCA	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Tuvalu	TUV	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Uganda	UGA	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Ukraine	UKR	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	United Arab Emirates	ARE	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	United Kingdom	GBR	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	United States	USA	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Uruguay	URY	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Uzbekistan	UZB	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Vanuatu	VUT	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Venezuela, RB	VEN	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Vietnam	VNM	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Virgin Islands (U.S.)	VIR	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	West Bank and Gaza	WBG	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Yemen, Rep.	YEM	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Zambia	ZMB	..
Rural poverty gap at national poverty lines (%)	SI.POV.RUGP	Zimbabwe	ZWE	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Afghanistan	AFG	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Albania	ALB	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Algeria	DZA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	American Samoa	ASM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Andorra	ADO	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Angola	AGO	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Antigua and Barbuda	ATG	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Argentina	ARG	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Armenia	ARM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Aruba	ABW	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Australia	AUS	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Austria	AUT	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Azerbaijan	AZE	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Bahamas, The	BHS	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Bahrain	BHR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Bangladesh	BGD	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Barbados	BRB	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Belarus	BLR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Belgium	BEL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Belize	BLZ	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Benin	BEN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Bermuda	BMU	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Bhutan	BTN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Bolivia	BOL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Bosnia and Herzegovina	BIH	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Botswana	BWA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Brazil	BRA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Brunei Darussalam	BRN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Bulgaria	BGR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Burkina Faso	BFA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Burundi	BDI	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Cabo Verde	CPV	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Cambodia	KHM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Cameroon	CMR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Canada	CAN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Cayman Islands	CYM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Central African Republic	CAF	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Chad	TCD	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Channel Islands	CHI	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Chile	CHL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	China	CHN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Colombia	COL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Comoros	COM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Congo, Dem. Rep.	ZAR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Congo, Rep.	COG	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Costa Rica	CRI	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Cote d'Ivoire	CIV	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Croatia	HRV	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Cuba	CUB	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Curacao	CUW	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Cyprus	CYP	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Czech Republic	CZE	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Denmark	DNK	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Djibouti	DJI	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Dominica	DMA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Dominican Republic	DOM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Ecuador	ECU	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Egypt, Arab Rep.	EGY	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	El Salvador	SLV	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Equatorial Guinea	GNQ	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Eritrea	ERI	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Estonia	EST	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Ethiopia	ETH	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Faeroe Islands	FRO	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Fiji	FJI	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Finland	FIN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	France	FRA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	French Polynesia	PYF	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Gabon	GAB	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Gambia, The	GMB	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Georgia	GEO	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Germany	DEU	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Ghana	GHA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Greece	GRC	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Greenland	GRL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Grenada	GRD	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Guam	GUM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Guatemala	GTM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Guinea	GIN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Guinea-Bissau	GNB	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Guyana	GUY	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Haiti	HTI	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Honduras	HND	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Hong Kong SAR, China	HKG	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Hungary	HUN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Iceland	ISL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	India	IND	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Indonesia	IDN	1.3
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Iran, Islamic Rep.	IRN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Iraq	IRQ	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Ireland	IRL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Isle of Man	IMY	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Israel	ISR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Italy	ITA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Jamaica	JAM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Japan	JPN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Jordan	JOR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Kazakhstan	KAZ	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Kenya	KEN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Kiribati	KIR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Korea, Dem. Rep.	PRK	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Korea, Rep.	KOR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Kosovo	KSV	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Kuwait	KWT	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Kyrgyz Republic	KGZ	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Lao PDR	LAO	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Latvia	LVA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Lebanon	LBN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Lesotho	LSO	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Liberia	LBR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Libya	LBY	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Liechtenstein	LIE	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Lithuania	LTU	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Luxembourg	LUX	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Macao SAR, China	MAC	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Macedonia, FYR	MKD	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Madagascar	MDG	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Malawi	MWI	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Malaysia	MYS	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Maldives	MDV	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Mali	MLI	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Malta	MLT	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Marshall Islands	MHL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Mauritania	MRT	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Mauritius	MUS	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Mexico	MEX	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Micronesia, Fed. Sts.	FSM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Moldova	MDA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Monaco	MCO	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Mongolia	MNG	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Montenegro	MNE	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Morocco	MAR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Mozambique	MOZ	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Myanmar	MMR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Namibia	NAM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Nepal	NPL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Netherlands	NLD	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	New Caledonia	NCL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	New Zealand	NZL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Nicaragua	NIC	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Niger	NER	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Nigeria	NGA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Northern Mariana Islands	MNP	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Norway	NOR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Oman	OMN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Pakistan	PAK	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Palau	PLW	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Panama	PAN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Papua New Guinea	PNG	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Paraguay	PRY	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Peru	PER	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Philippines	PHL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Poland	POL	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Portugal	PRT	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Puerto Rico	PRI	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Qatar	QAT	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Romania	ROM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Russian Federation	RUS	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Rwanda	RWA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Samoa	WSM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	San Marino	SMR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Sao Tome and Principe	STP	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Saudi Arabia	SAU	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Senegal	SEN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Serbia	SRB	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Seychelles	SYC	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Sierra Leone	SLE	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Singapore	SGP	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Sint Maarten (Dutch part)	SXM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Slovak Republic	SVK	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Slovenia	SVN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Solomon Islands	SLB	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Somalia	SOM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	South Africa	ZAF	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	South Sudan	SSD	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Spain	ESP	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Sri Lanka	LKA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	St. Kitts and Nevis	KNA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	St. Lucia	LCA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	St. Martin (French part)	MAF	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	St. Vincent and the Grenadines	VCT	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Sudan	SDN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Suriname	SUR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Swaziland	SWZ	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Sweden	SWE	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Switzerland	CHE	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Syrian Arab Republic	SYR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Taiwan, China	TWN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Tajikistan	TJK	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Tanzania	TZA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Thailand	THA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Timor-Leste	TMP	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Togo	TGO	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Tonga	TON	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Trinidad and Tobago	TTO	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Tunisia	TUN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Turkey	TUR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Turkmenistan	TKM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Turks and Caicos Islands	TCA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Tuvalu	TUV	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Uganda	UGA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Ukraine	UKR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	United Arab Emirates	ARE	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	United Kingdom	GBR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	United States	USA	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Uruguay	URY	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Uzbekistan	UZB	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Vanuatu	VUT	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Venezuela, RB	VEN	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Vietnam	VNM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Virgin Islands (U.S.)	VIR	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	West Bank and Gaza	WBG	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Yemen, Rep.	YEM	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Zambia	ZMB	..
Urban poverty gap at national poverty lines (%)	SI.POV.URGP	Zimbabwe	ZWE	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Afghanistan	AFG	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Albania	ALB	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Algeria	DZA	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	American Samoa	ASM	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Andorra	ADO	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Angola	AGO	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Antigua and Barbuda	ATG	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Argentina	ARG	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Armenia	ARM	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Aruba	ABW	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Australia	AUS	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Austria	AUT	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Azerbaijan	AZE	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Bahamas, The	BHS	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Bahrain	BHR	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Bangladesh	BGD	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Barbados	BRB	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Belarus	BLR	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Belgium	BEL	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Belize	BLZ	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Benin	BEN	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Bermuda	BMU	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Bhutan	BTN	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Bolivia	BOL	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Bosnia and Herzegovina	BIH	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Botswana	BWA	..
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)"	SI.SPR.PC40.ZG	Brazil	BRA	..
